Port,Shanghai,Singapore,Yantian,Hong Kong,Ningbo,Pusan,Qingdao Gang,Guangzhou,Mina Jabal Ali,Tianjin,Rotterdam,Kelang,Kao-Hsiung,Dalian,Hamburg,Antwerpen,Xiamen,Tanjung Pelepas,Laem Chabang,Ho Chi Minh,Bremerhaven,Jakarta,Lianyungang,Tokyo,Jawaharlal Nehru,Chiwan,Algeciras,Valencia,Khawr Fakkan,Jeddah,Colombo,Santos,Felixstowe,Manila,Constantinopole,Tanger,Balboa,Gioia Tauro,Port Said,Mina Raysut,Shilong,Vancouver,Marsaxlokk,Yokohama Ko,Nagoya Ko,Durban,Kobe,Colon,Le Havre,Melbourne,Cartagena,St Petersburg,Manzanillo (Mex),Yantai,Gwangyang Hang,Sydney,Fuzhou,Genova,Osaka,Dublin,Mumbai,Puerto Del Callao,Barcelona,Rades,Surabaja,Southampton,Dammam,Chittagong,Guayaquil,Kingston,Karachi,Chennai,Bangkok,Alexandria,Taichung,Mersin,Mundra,Manzanillo (Pan),Buenos Aires,South Riding Point,Taipei,La Spezia,Pulau Pinang,Ashdod,Damietta,Gdynia,Haifa,Nanjing,Puerto Moin,Puerto San Antonio,Marseille,Lazaro Cardenas,Da Chan Bay,Cagliari,Jiangyin,Beirut,Itajai,Veracruz,Goteborg,Buenaventura,Valparaiso,Tauranga,Pasir Gudang,Auckland,Caucedo,Izmir,Cristobal,Montevideo,Paranagua,Djibouti,Al Aqabah,Cape Town,Casablanca,Qasim,Qinhuangdao,Doha,Puerto Limon,Rio Grande,Hakata,Gemlik,Piraievs,Altamira,Puerto Cortes,Thilawa,Tuticorin,Dakar,Dar es Salaam,Navegantes,Liverpool,Aliaga,Douala,Santo Tomas,Sines,Napoli,Hai Phong,Bahia San Vicente,Puerto Cabello,Puerto Barrios,Halifax,Haina,Puerto Quetzal,Port Adelaide,Livorno,Vienna,Port De Salvador,Rio de Janeiro,Puerto Caldera,Sepetiba Bay,Budapest,Paita,Vitoria,Acajutla,Mombasa,Pecem,Port Au Prince,Pipavav Bandar,Santa Marta,Barranquilla,Varna,Corinto,Puerto Castilla,Reykjavik,St John,Progreso,Puerto Plata,Santo Domingo,Sendai,Bratislava,Shimizu,All Other Brazil Ports South of Recife,Eemshaven,All Other Chile Ports,All Other India West Coast Ports,All Other Fiji Islands Ports,Coquimbo,Asuncion,Kleinhuningen,Cebu,Izmit,All Other Vietnam Ports,Semarang,All Other Turkey Mediterranean Ports,All Other Norway Ports,Tema,All Other Nicaragua Caribbean Region Ports,Palembang,Abidjan,San Pedro,Belawan,Davao,All Ports in Cambodia,Klaipeda,Aarhus,Rauma,Koper,Ringaskiddy,Tallinn,Constanta,Riga,Fredericia,Hawaii,Alaska,North Pacific,Central Pacific,South Pacific,East Gulf of Mexico,West Gulf of Mexico,Central Florida,South Atlantic,North Atlantic
Yantai,748.57,5351.42,2463.75,2463.75,966.60,987.17,308.33,2723.64,13128.45,577.76,13907.25,5880.74,1836.32,387.61,13886.68,14067.80,1786.65,5471.33,5548.87,4551.43,13668.65,5752.30,647.50,2384.98,10785.13,31386.49,15856.19,16893.03,13038.14,16074.82,8926.50,24314.76,13947.89,2864.13,19516.71,16044.61,18769.98,18052.30,17779.74,12969.13,3922.77,10493.95,18151.64,2384.98,1905.33,19465.02,1855.66,29573.62,14098.64,12085.39,18536.17,15193.30,18042.01,0.00,787.99,14121.18,1644.93,17432.16,1855.66,13689.23,10785.13,20246.50,16683.58,17810.73,5860.16,14266.99,13738.28,7377.89,19269.65,18006.34,11723.86,8666.61,5570.67,18069.23,1665.50,18517.54,11631.81,18042.01,28986.61,17057.29,1327.57,17432.16,5500.42,17848.24,17779.74,14483.28,18108.13,1876.23,18101.91,22839.92,17161.50,14708.46,2723.64,17550.84,887.32,18039.63,25013.66,17174.72,13646.85,20270.61,22839.92,12818.89,5351.42,12648.08,17478.75,18956.56,18581.56,27328.40,24893.75,14915.10,17321.88,22889.30,16046.34,11723.86,507.52,13638.94,18101.91,26142.55,1058.64,19614.82,19056.40,17772.55,18531.89,6408.32,9026.35,18321.16,16445.38,25013.66,13737.67,18956.56,23762.17,18223.56,15446.78,17812.47,3453.38,22798.77,18396.91,18223.56,14459.12,17596.93,16655.66,13661.81,17650.18,18717.35,21928.54,23704.93,17046.23,23994.43,19710.74,19038.85,22906.69,16685.27,16157.12,20080.18,17478.75,11073.39,18416.25,18268.47,19874.71,17046.23,18724.02,12687.04,14600.83,18113.45,17288.59,17478.75,2689.84,19214.04,1516.50,21737.16,13618.98,22839.92,11533.70,10860.36,22472.88,37386.48,17579.37,3093.64,19705.13,3501.82,5901.31,18329.12,11976.59,21954.44,18241.89,5709.93,21216.12,32674.32,5978.34,3699.99,4991.68,14702.53,13499.07,14553.01,18337.09,13908.48,15082.34,19806.21,15082.34,13687.49,9901.11,9415.24,10185.62,10995.91,11645.15,18401.72,18309.91,17396.46,16726.65,15786.69
Gwangyang Hang,916.93,5321.09,2433.42,2433.42,1134.95,436.05,1096.32,2693.32,13098.13,1365.75,13558.28,5850.41,1805.99,1105.35,13537.71,13718.83,1756.32,5441.00,5518.54,4521.11,13319.68,5721.98,1155.02,1833.86,10754.80,31037.52,15507.22,16544.06,13007.82,16044.50,8896.18,23965.78,13598.92,2833.80,19477.98,15695.64,18321.67,17703.33,17749.41,12938.81,3892.45,10045.64,17802.67,1833.86,1354.21,19434.69,1304.54,29224.65,13749.67,11633.60,18187.20,14844.32,17693.03,787.99,0.00,13772.21,1614.61,17083.19,1304.54,13340.26,10754.80,19798.19,16334.61,17461.76,5829.84,13918.02,13707.95,7347.56,18821.34,17657.36,11693.53,8636.28,5540.34,18038.91,1635.18,18487.22,11601.49,17693.03,28637.64,16708.32,1297.24,17083.19,5470.10,17817.92,17749.41,14134.31,18077.81,2354.15,17653.60,22391.61,16812.53,14260.15,2693.32,17201.87,1155.02,18009.30,24664.69,16726.41,13297.88,19822.30,22391.61,12267.77,5321.09,12096.96,17129.78,18926.23,18133.25,26979.43,24544.78,14884.77,17291.56,22858.97,15697.37,11693.53,1295.51,13608.61,17653.60,25793.58,507.52,19576.09,18780.81,17324.24,18083.58,6378.00,8996.02,17972.19,16415.06,24664.69,13388.70,18926.23,23413.20,17775.25,15097.81,17463.50,3423.05,22350.46,18047.94,17775.25,14110.15,17247.96,16207.35,13210.03,17301.21,18368.38,21579.57,23355.96,16597.92,23645.46,19361.77,18590.54,22557.71,16236.95,16126.79,19731.21,17129.78,11043.07,18067.28,17919.50,19835.98,16597.92,18375.05,12338.07,14251.86,17665.14,16939.62,17129.78,2142.19,18865.07,965.37,21388.19,13270.01,22391.61,11503.38,10309.24,22024.57,37037.51,17230.40,3063.31,19666.39,3471.50,5870.99,18298.80,11627.62,21605.47,17793.58,5679.60,20867.15,32325.34,5948.02,3669.67,4961.35,14353.56,13150.10,14204.04,17988.12,13559.51,14733.36,19767.47,14733.36,13338.52,9353.46,8966.93,9737.31,10547.60,11196.84,17953.41,17960.94,17047.48,16377.68,15437.71
Sydney,14422.67,18826.84,15939.17,15939.17,14640.70,13573.02,14429.51,16199.06,16268.80,14698.95,5539.83,19356.16,15113.06,14239.87,5660.26,5648.21,15262.07,18946.75,19024.29,18026.85,5442.23,19227.72,14599.10,12981.98,17089.35,20679.45,5037.82,6074.66,16178.49,11068.13,18552.65,10814.22,5498.69,16140.87,9219.25,5226.24,5122.41,7444.60,9363.21,14173.82,17398.19,12104.97,7444.60,12981.98,13122.47,18887.49,13242.38,16073.08,5140.69,22242.32,4514.32,7454.97,4020.16,14121.18,13772.21,0.00,15120.35,6923.80,13242.38,4772.42,17089.35,8014.92,6315.71,7103.70,19136.91,5238.80,16878.62,20799.60,6701.35,3984.49,16361.35,19151.70,19046.09,9173.06,15140.93,9990.14,16748.96,4020.16,15486.08,3035.45,14802.99,6923.80,18975.85,9800.49,9363.21,6359.16,9850.16,15827.83,5103.07,10608.33,6752.99,8259.28,16199.06,6943.15,14660.76,9681.80,11513.13,5526.55,5560.92,6938.72,10608.33,19598.29,18826.84,19669.76,3386.66,8890.85,4904.39,13827.87,11393.21,12604.69,9961.04,15463.20,5227.97,16361.35,14529.36,16779.28,5103.07,12642.02,13434.27,9317.36,8522.08,5715.48,4921.43,19883.74,18353.46,6211.38,17088.12,11513.13,4820.86,8890.85,11652.39,5229.77,4698.65,7304.11,16928.80,10821.52,4304.82,5229.77,477.92,3475.74,6855.91,23818.75,7141.82,10593.23,8428.01,10204.40,6228.48,10493.89,11586.63,6821.26,9406.15,6616.09,16799.86,6579.64,3357.57,16968.21,4295.07,4246.63,9577.25,6228.48,4702.18,3414.53,578.99,4587.82,3167.41,3386.66,12334.48,11089.93,13611.15,8236.63,5322.32,10608.33,16481.26,17043.72,10241.30,23885.95,9130.17,16370.38,9407.67,16977.24,19376.73,9801.72,6031.54,9844.66,4863.24,19185.35,9106.34,19173.78,19453.76,16877.39,18467.10,6578.41,5413.14,6958.22,7828.73,4342.44,6958.22,9508.75,6958.22,5601.56,12822.66,11026.26,11796.64,11804.70,11056.13,5197.70,4288.07,3374.61,2704.80,1764.84
Fuzhou,896.36,4042.69,1155.02,1155.02,944.80,1784.19,1783.68,1414.91,11819.72,2222.69,14906.42,4572.01,597.83,2032.54,14885.85,15066.97,477.92,4162.60,4240.14,3242.70,14667.82,4443.57,1743.04,2971.27,9476.40,31244.15,16855.36,17892.20,11729.41,14766.09,7617.77,25313.93,14947.06,1654.74,18207.98,17043.78,19669.81,18389.62,16471.00,11660.40,2614.04,11393.78,18488.95,2971.27,2702.35,18156.28,2512.19,30572.79,15097.81,11823.76,19535.34,16192.46,19041.18,1644.93,1614.61,15120.35,0.00,18431.33,2512.19,14688.40,9476.40,21146.34,17682.75,18809.90,4650.77,15266.16,12429.55,6069.16,20169.48,19005.51,10415.13,7357.88,4261.94,16760.50,526.36,17208.81,10323.08,19041.18,29985.78,18056.46,387.61,18431.33,4191.69,16539.51,16471.00,15482.45,16799.40,2573.40,19001.74,23739.75,18160.67,15608.29,1414.91,18550.01,1374.27,16730.90,26012.83,18074.55,14646.02,21170.44,23739.75,13053.96,4042.69,12883.15,18477.92,17647.83,19481.39,28327.57,25892.92,13606.37,16013.15,21580.57,17045.51,10415.13,2152.45,12330.21,19001.74,27141.72,1785.42,18306.09,17747.67,18672.38,19431.73,5099.59,7717.62,19320.33,15136.65,26012.83,14736.84,17647.83,24761.34,19123.39,16445.95,18728.78,2144.65,23698.60,19396.08,19123.39,15458.29,18596.10,17555.49,13400.19,18649.35,19716.52,22927.71,24704.10,17946.06,24993.60,20709.91,19938.68,23905.86,17585.10,14848.39,21079.35,18477.92,9764.66,19415.42,19267.64,18565.98,17946.06,19723.19,13686.21,15600.00,19013.29,18287.76,18477.92,3381.91,20213.21,2102.78,22736.33,14618.15,23739.75,10224.97,11095.43,23372.71,38385.65,18578.54,2094.98,18396.40,2193.09,4592.58,17020.39,12975.76,22953.61,19141.72,4401.20,22215.29,33673.49,4669.61,2982.30,3682.95,15701.70,14498.24,15552.18,19186.12,14907.65,16081.50,18497.48,16081.50,14686.66,10701.60,10315.07,11085.45,11895.74,12544.98,19301.55,19309.08,18395.63,17725.82,16785.86
Genova,17733.65,16083.91,18419.22,18419.22,17951.67,16884.00,17740.49,18509.53,9742.35,18009.92,4159.63,15554.58,18424.03,17550.84,4618.71,4109.96,18573.04,15963.99,15532.78,16751.98,4400.69,17051.73,17910.07,16292.95,10562.91,14392.84,1885.99,1185.85,9652.04,4541.68,12026.20,12187.93,3960.44,18737.30,2692.81,1934.43,12046.21,918.16,2836.77,7647.37,19498.44,15518.25,1157.98,16292.95,16433.44,13978.67,16553.35,17446.79,3602.44,25655.60,11438.13,6413.43,10943.96,17432.16,17083.19,6923.80,18431.33,0.00,16553.35,3742.93,10562.91,14938.72,748.57,916.93,18031.61,3700.55,10352.18,14273.16,13625.15,10908.29,9834.91,12625.26,15481.37,2646.61,18451.90,3463.69,10222.51,10943.96,16859.78,9959.25,18113.96,50.00,15314.76,3274.05,2836.77,5317.62,3323.71,19138.81,12026.87,17532.13,507.52,15183.08,18509.53,726.77,17971.74,3155.36,12886.83,12450.36,4998.52,13862.52,17532.13,23011.57,16083.91,23083.04,10012.45,2364.41,11828.19,15201.57,12766.92,6078.24,3434.60,14181.78,2345.06,9834.91,17840.34,10252.84,12026.87,14015.72,16745.25,2790.92,1995.64,12639.28,11845.23,14883.04,11827.02,4929.95,10561.68,12886.83,3931.35,2364.41,10370.96,12153.57,2295.39,578.99,18040.14,17745.32,10533.25,12153.57,7401.72,10200.87,13779.71,26819.60,218.02,4691.98,9801.72,11578.10,13152.28,11867.60,5308.59,13745.06,10779.86,13539.89,10273.41,8655.79,10281.37,10441.77,11218.87,11170.43,3050.81,13152.28,11625.98,5490.67,7502.79,11511.62,9991.87,10012.45,15645.46,4811.89,16922.13,9610.33,4280.77,17532.13,9954.82,20457.00,17165.10,25259.65,3203.29,19148.45,2881.23,18228.55,17721.54,3275.27,6995.89,8563.23,11787.04,16641.10,7824.91,20547.49,15213.68,19697.12,15624.83,5536.87,4810.10,5916.67,1004.27,3722.36,5916.67,2982.30,5916.67,4788.29,16235.94,14439.54,15209.92,16020.21,16669.45,12121.50,11211.87,10298.41,9628.60,8688.64
Osaka,1814.51,6218.68,3331.01,3331.01,2032.54,1105.35,2163.99,3590.90,13995.71,2433.42,13028.45,6748.00,2504.90,2111.36,13007.88,13189.00,2653.91,6338.59,6416.13,5418.69,12789.85,6619.56,2222.69,695.94,11652.39,30507.69,14977.38,16014.23,13905.40,16942.08,9793.76,23435.95,13069.09,3263.79,18948.14,15165.80,17791.84,17173.49,18646.99,13836.39,4790.03,9515.81,17272.83,695.94,526.36,20332.28,50.00,28694.81,13219.83,11162.47,17657.36,14314.49,17163.20,1855.66,1304.54,13242.38,2512.19,16553.35,0.00,12810.43,11652.39,19268.36,15804.78,16931.93,6230.73,13388.19,14605.54,8245.15,18291.50,17127.53,12591.12,9533.87,6437.93,18901.95,2532.76,19384.80,12499.07,17163.20,28107.81,16178.49,2194.83,16553.35,6367.68,18715.50,18646.99,13604.48,18975.39,3392.22,17123.77,21861.78,16282.70,13730.32,3590.90,16672.04,2193.09,18906.89,24134.86,16196.58,12768.05,19292.47,21861.78,11299.94,6218.68,11129.13,16599.95,18619.75,17603.42,26449.60,24014.95,15782.36,18189.14,23756.56,15167.54,12591.12,2363.18,14506.20,17123.77,25263.75,966.60,19046.25,18250.98,16794.41,17553.75,7275.58,9893.61,17442.36,17312.64,24134.86,12858.87,18619.75,22883.37,17245.42,14567.98,16933.67,4320.64,21820.63,17518.11,17245.42,13580.32,16718.12,15677.52,12738.90,16771.38,17838.55,21049.74,22826.13,16068.09,23115.62,18831.94,18060.71,22027.88,15707.12,17024.38,19201.37,16599.95,11940.65,17537.45,17389.67,19306.15,16068.09,17845.22,11808.23,13722.03,17135.31,16409.79,16599.95,1106.58,18335.24,605.63,20858.36,12740.18,21861.78,12400.96,9341.41,21494.74,36507.68,16700.57,3364.86,19136.56,4369.08,6569.89,19196.38,11097.79,21075.64,17263.75,6577.19,20337.32,31795.51,6845.60,3971.21,5858.94,13823.73,12620.27,13674.21,17458.29,13029.68,14203.53,19237.64,14203.53,12808.69,8426.27,8437.10,9207.47,10017.77,10667.01,17423.58,17431.11,16517.65,15847.84,14907.88
Dublin,13990.72,18394.88,15507.22,15507.22,14208.74,13141.07,13997.56,15767.11,13187.26,14266.99,1106.58,18924.21,14681.10,13807.91,1326.34,1226.49,14830.11,18514.80,18592.33,17594.90,1108.31,18795.77,14167.14,12550.03,14007.82,17697.26,2266.30,3302.69,13096.96,7986.59,15471.12,11357.06,1106.58,15708.92,6137.72,2454.72,9894.84,4363.07,6281.68,11092.29,16966.24,11775.32,4462.41,12550.03,12690.51,17407.38,12810.43,16615.92,818.82,21912.67,9286.75,3121.05,8792.59,13689.23,13340.26,4772.42,14688.40,3742.93,12810.43,0.00,14007.82,12787.34,2994.35,4121.51,18704.95,916.93,13797.09,17718.07,11473.77,8756.92,13279.82,16070.17,18614.14,6091.52,14708.97,6908.60,13667.43,8792.59,16028.91,7807.87,14371.03,3742.93,18543.89,6718.96,6281.68,2025.24,6768.63,15395.88,9875.49,15380.75,3472.27,13031.70,15767.11,3861.61,14228.81,6600.27,12055.96,10298.98,1425.68,11711.14,15380.75,19268.64,18394.88,19340.11,7861.07,5809.32,9676.81,14370.70,11936.05,9523.15,6879.51,13983.10,2456.46,13279.82,14097.41,13697.75,9875.49,13184.85,13002.32,6235.83,5440.55,10487.91,9693.86,18327.95,15271.93,4731.28,14006.59,12055.96,218.02,5809.32,10172.28,10002.19,1856.89,4123.24,16496.85,15593.94,8381.87,10002.19,5209.70,8049.49,11628.34,23489.10,3960.95,6259.31,8970.85,10747.23,11000.90,11036.73,7252.71,11593.69,9948.99,11388.51,13718.32,7824.91,8129.99,13886.68,9067.50,9019.05,6495.72,11000.90,9474.60,1934.43,5351.42,9360.25,7840.50,7861.07,11902.53,6756.01,13179.20,8779.46,988.40,15380.75,13399.73,16714.07,15013.72,24428.78,4738.06,15938.43,6326.14,16545.29,18944.78,6720.19,3252.96,8364.55,9635.66,18753.39,7626.24,19716.62,18658.59,16445.44,18035.14,2244.50,1277.90,2624.30,4647.86,459.08,2624.30,6427.21,2624.30,1466.32,12493.01,10696.61,11466.99,12277.28,12926.52,9970.13,9060.49,8147.04,7477.23,6537.27
Mumbai,10036.55,6252.53,8587.84,8587.84,10084.99,10924.39,10923.88,8678.15,2583.15,11362.89,14424.52,5723.21,9147.49,11172.73,14883.60,14374.85,8998.48,6132.62,5701.40,6920.60,14665.58,7220.36,10883.24,12111.47,16.70,22499.29,12051.54,11351.40,2463.24,6021.23,2194.83,22353.48,14225.33,8905.93,9463.12,12099.98,22211.76,9644.75,7726.14,2915.53,9667.06,20533.97,9744.09,12111.47,11842.54,9510.76,11652.39,27612.34,13867.33,18914.84,21603.68,16678.32,21109.51,10785.13,10754.80,17089.35,9476.40,10562.91,11652.39,14007.82,0.00,25104.27,11013.47,10321.85,8200.24,13965.44,3122.73,4441.78,23790.70,21073.85,1108.31,2793.88,5650.00,8015.64,9315.84,8463.95,1016.27,21109.51,27025.34,20124.80,9457.56,10562.91,5483.38,7794.65,7726.14,15582.51,8054.54,11713.60,22192.42,27697.68,10971.09,24748.49,8678.15,10342.43,10514.47,7986.03,23052.39,22615.91,15263.41,24028.07,27697.68,21280.99,6252.53,21110.18,20178.00,8902.96,21993.74,25367.12,22932.47,4861.50,7268.29,12935.04,12510.61,1108.31,11292.65,3023.40,22192.42,24181.27,10925.61,9561.23,9002.81,22804.83,22010.78,5051.66,1995.64,15095.51,6391.79,23052.39,14196.24,8902.96,18293.75,22319.12,12460.95,9983.92,8208.76,27910.87,20698.80,22319.12,17567.27,20366.42,23945.27,16988.22,10611.35,13948.34,19967.27,21743.65,23317.83,22033.15,14535.35,23910.61,20945.41,23705.44,6103.52,18821.34,20446.92,387.61,21384.42,21335.98,9821.12,23317.83,21791.53,15656.22,17668.34,21677.17,20157.42,20178.00,12522.10,14038.65,11242.98,19775.88,14545.66,27697.68,918.16,19392.70,27330.65,35425.20,13766.20,9317.07,9651.53,8397.18,7890.17,8275.53,17260.78,18728.78,21952.59,6809.72,17990.47,30713.04,5382.30,9865.74,5793.45,15801.76,15074.99,16181.56,10441.26,13987.25,16181.56,9752.61,16181.56,15053.18,19841.80,19455.27,20225.64,21035.94,21685.17,22287.06,21377.42,20463.96,19794.16,18854.20
Puerto Del Callao,20448.66,24852.82,21965.15,21965.15,20666.68,19599.01,20554.84,22225.04,24283.71,20824.27,13554.75,25382.14,21139.04,20365.19,13675.17,13663.12,21288.05,24972.73,25050.27,24052.84,13457.15,25253.71,20716.35,19007.96,25104.27,28694.37,13052.73,14089.57,24193.40,19083.04,26567.56,13999.53,13513.60,22166.85,17234.17,13200.51,3228.70,15459.52,17378.13,22188.73,23424.18,10626.60,15459.52,19007.96,19148.45,24584.37,19268.36,13257.74,13155.60,26722.95,3767.06,15469.89,4556.78,20246.50,19798.19,8014.92,21146.34,14938.72,19268.36,12787.34,25104.27,0.00,14330.63,15118.61,25162.89,13253.71,24893.54,26879.29,1930.23,4267.28,24376.27,27166.62,25072.07,17187.97,21166.91,18005.05,24763.87,4556.78,12670.74,5321.09,20828.97,14938.72,25001.83,17815.40,17378.13,14374.08,17865.07,21885.88,3253.47,2900.52,14767.91,5804.51,22225.04,14958.06,20686.75,17696.72,13569.55,6049.09,13575.83,4047.52,2900.52,21831.12,24852.82,21902.59,4926.27,16905.77,3209.87,11252.35,13619.22,20619.60,17975.96,21160.08,12961.91,24376.27,20654.69,24794.20,3253.47,12241.98,19460.26,17332.28,16537.00,6337.36,4551.94,25909.73,26368.38,11978.51,25103.04,13569.55,12835.78,16905.77,17349.27,4860.27,12713.57,15319.03,22954.78,3240.19,4996.51,4860.27,7873.20,4974.71,4208.02,28299.37,15156.74,18608.15,12731.68,14508.07,3791.32,14556.72,19601.54,1403.88,13709.82,4038.44,24814.77,10389.08,4657.35,24983.13,4056.55,3838.53,17592.17,3791.32,4192.20,11330.11,7605.51,5110.36,4946.84,4926.27,18360.46,19104.84,19637.13,12540.30,13337.24,2900.52,24496.18,19276.55,2492.84,21070.60,17145.09,22396.37,17422.59,23003.22,25402.72,17816.63,13947.12,15541.54,3493.30,25211.33,14803.22,15001.78,25479.74,22903.38,24493.08,14593.33,13428.05,14973.14,15843.65,12357.36,14973.14,17523.66,14973.14,13616.47,13068.70,14033.84,10458.25,9349.93,8601.36,6316.28,5857.71,4981.93,5850.41,6911.44
Barcelona,16985.08,16534.46,18501.57,18501.57,17203.10,16135.42,16991.92,18761.46,10192.91,17261.35,3411.06,16005.14,17675.46,16802.27,3870.14,3361.39,17824.47,16414.55,15983.34,17202.54,3652.11,17502.29,17161.50,15544.38,11013.47,14702.91,1277.90,477.92,10102.60,4992.24,12476.76,11579.84,3211.87,18703.27,3143.36,1326.34,11438.13,1368.71,3287.33,8097.93,19949.00,14769.68,1468.05,15544.38,15684.87,14429.23,15804.78,16838.70,2853.87,24907.03,10830.04,5664.85,10335.88,16683.58,16334.61,6315.71,17682.75,748.57,15804.78,2994.35,11013.47,14330.63,0.00,1127.15,18482.17,2951.98,10802.73,14723.71,13017.06,10300.21,10285.46,13075.82,15931.93,3097.17,17703.33,3914.25,10673.07,10335.88,16251.70,9351.16,17365.39,748.57,15765.31,3724.60,3287.33,4569.04,3774.27,18390.23,11418.78,16924.04,477.92,14574.99,18761.46,867.26,17223.16,3605.92,12278.75,11842.27,4249.94,13254.43,16924.04,22262.99,16534.46,22334.47,9404.36,2814.97,11220.10,14593.49,12158.83,6528.80,3885.15,13573.69,1736.98,10285.46,17091.76,10703.40,11418.78,13407.63,15996.67,3241.47,2446.20,12031.20,11237.15,15333.59,12277.57,4321.87,11012.24,12278.75,3182.77,2814.97,9762.87,11545.48,1687.31,1128.89,18490.69,17137.23,9925.16,11545.48,6793.63,9592.78,13171.63,26483.45,966.60,5341.21,9193.63,10970.02,12544.19,11259.51,5957.82,13136.98,10171.77,12931.80,10723.97,8047.70,9673.28,10892.32,10610.79,10562.34,3501.37,12544.19,11017.89,4829.44,6894.71,10903.54,9383.79,9404.36,14896.88,5461.12,16173.55,9002.24,3532.20,16924.04,10405.38,19708.43,16557.01,24651.57,3951.87,18932.78,3331.78,18679.11,18172.10,3725.83,6247.32,7955.14,11178.95,17091.65,7216.83,19939.40,15664.24,19439.79,16075.38,4788.29,4061.52,5168.10,1653.51,2973.78,5168.10,3432.86,5168.10,4039.72,15487.36,13690.97,14461.34,15271.64,15920.87,11513.42,10603.78,9690.33,9020.52,8080.56
Rades,18112.23,15842.85,18178.17,18178.17,18330.25,17262.57,18119.07,18268.47,9501.30,18388.50,4538.21,15313.53,18737.81,17929.42,4997.29,4488.54,18588.80,15722.94,15291.73,16510.92,4779.26,16810.68,18288.65,16671.53,10321.85,13812.62,2065.88,1365.75,9410.99,4300.63,11785.15,12367.83,4339.02,18496.25,2451.75,2114.32,12226.11,717.74,2595.71,7406.32,19257.38,15896.83,577.76,16671.53,16812.02,13737.61,16931.93,17626.69,3981.02,26034.18,11618.02,6792.00,11123.86,17810.73,17461.76,7103.70,18809.90,916.93,16931.93,4121.51,10321.85,15118.61,1127.15,0.00,17790.56,4079.13,10111.12,14032.10,13805.05,11088.19,9593.85,12384.21,15240.32,2306.22,18830.48,3222.64,9981.46,11123.86,17039.68,10139.15,18492.54,916.93,15073.70,3032.99,2595.71,5696.19,3082.66,19517.39,12206.77,17712.03,1125.41,15362.98,18268.47,526.36,18350.32,2914.31,13066.73,12630.25,5377.09,14042.42,17712.03,23390.14,15842.85,23461.62,10192.35,2123.35,12008.09,15381.47,12946.82,5837.19,3193.54,14361.67,2524.96,9593.85,18218.91,10011.78,12206.77,14195.62,17123.83,2549.86,1754.58,12819.18,12025.13,14641.98,11585.96,5109.85,10320.62,13066.73,4309.92,2123.35,10550.86,12333.46,2475.29,677.10,17799.08,17925.21,10713.15,12333.46,7581.61,10380.76,13959.61,26578.54,965.37,4951.60,9981.61,11758.00,13332.18,12047.50,5538.61,13924.96,10959.76,13719.79,10032.36,8835.68,10461.27,10200.71,11398.77,11350.33,2809.75,13332.18,11805.88,5670.57,7682.69,11691.52,10171.77,10192.35,16024.03,5041.91,17300.70,9790.23,4659.35,17712.03,9713.77,20835.58,17344.99,25439.55,4120.22,18907.39,2640.17,17987.50,17480.49,3034.22,7374.47,8743.13,11966.94,16400.04,8004.81,20727.39,14972.63,19456.06,15383.77,5915.44,5188.67,6295.25,1444.51,4100.93,6295.25,2741.25,6295.25,5166.87,16614.51,14818.12,15588.49,16398.79,17048.03,12301.40,11391.77,10478.31,9808.50,8868.54
