Port,Shanghai,Singapore,Yantian,Hong Kong,Ningbo,Pusan,Qingdao Gang,Guangzhou,Mina Jabal Ali,Tianjin,Rotterdam,Kelang,Kao-Hsiung,Dalian,Hamburg,Antwerpen,Xiamen,Tanjung Pelepas,Laem Chabang,Ho Chi Minh,Bremerhaven,Jakarta,Lianyungang,Tokyo,Jawaharlal Nehru,Chiwan,Algeciras,Valencia,Khawr Fakkan,Jeddah,Colombo,Santos,Felixstowe,Manila,Constantinopole,Tanger,Balboa,Gioia Tauro,Port Said,Mina Raysut,Shilong,Vancouver,Marsaxlokk,Yokohama Ko,Nagoya Ko,Durban,Kobe,Colon,Le Havre,Melbourne,Cartagena,St Petersburg,Yantai,Gwangyang Hang,Sydney,Fuzhou,Genova,Osaka,Dublin,Mumbai,Puerto Del Callao,Barcelona,Rades,Surabaja,Southampton,Dammam,Chittagong,Guayaquil,Kingston,Karachi,Chennai,Bangkok,Alexandria,Taichung,Mersin,Mundra,Manzanillo,Buenos Aires,South Riding Point,Taipei,La Spezia,Pulau Pinang,Ashdod,Damietta,Gdynia,Haifa,Nanjing,Puerto Moin,Puerto San Antonio,Marseille,Lazaro Cardenas,Da Chan Bay,Cagliari,Jiangyin,Beirut,Itajai,Veracruz,Goteburg,Buenaventura,Hawaii,Alaska,North Pacific,Central Pacific,South Pacific,East Gulf of Mexico,West Gulf of Mexico,Central Florida,South Atlantic,North Atlantic
Puerto Del Callao,17151.10313,18812.82017,18331.38964,18359.97766,17248.52813,16338.52251,16827.23571,18365.70956,14802.88725,16679.14089,10495.27136,18996.18434,17829.49852,16497.5297,10891.87726,10471.25839,17901.23271,18822.79992,19772.68371,19570.13745,10803.72571,17948.20843,16986.92939,15479.2726,16723.88157,10276.14992,9211.087526,9756.687632,14930.85524,13196.39499,17431.05698,3509.794367,10287.19742,18035.25289,12230.94006,9165.045458,2350.320873,11099.07845,12537.1807,14742.42368,18425.1583,7866.410408,10939.07655,15494.4197,15742.33756,11038.77421,15899.1326,2966.546521,10126.47184,12944.96396,2504.554595,12129.33083,16629.39795,16443.84217,6689.891652,17691.04868,10635.07069,15879.23684,9857.625479,16715.50343,0,10019.1733,10580.90853,17611.59438,10072.46001,14301.69434,18380.48092,1136.417707,3338.139649,15990.75752,17565.80513,19697.90292,12307.01213,17711.38252,12738.57135,16312.91085,3602.717464,3144.181468,4301.081888,17585.75188,10699.02393,19228.03645,12759.71977,12485.25675,11462.47413,12790.24594,17257.67394,2537.973309,2459.453465,10294.5202,4319.01427,18364.74182,10534.75558,17179.42527,12834.21328,3402.706602,4049.768533,11085.58849,1771.729776,9554.131849,10284.33863,8001.374931,7282.213712,6694.908057,4950.276926,4847.026223,4179.388848,4938.249496,5728.325349
Barcelona,9829.80696,10884.29195,10052.5299,10073.0554,9945.046315,9934.887487,9352.075076,9936.153095,5158.220357,8956.013945,1186.207535,10554.27754,10467.60555,9190.354695,1474.852008,1110.32412,10167.16144,10854.56896,9760.674034,10401.86847,1436.665981,11682.12667,9410.205282,10422.19415,7044.978346,2520.951287,877.3920793,298.0602029,5247.583296,4102.810934,8470.664286,8811.023336,1180.428297,11184.25558,2234.806329,929.2403368,8663.507725,1214.856672,2904.901619,5615.708019,9886.23614,8904.074699,1238.05146,10438.29059,10342.92331,8457.39598,10298.62433,10246.76705,918.3344717,16828.24019,8221.155473,2815.050958,9295.510514,9888.975821,4908.1031,10115.96334,647.0260201,10311.16414,1474.939523,7044.545405,10019.1733,0,865.8982243,12247.45584,1096.565479,4661.789972,8364.068507,9508.994675,7792.927716,6167.116936,8065.751279,9680.260052,2712.788242,10344.20339,2830.824524,6524.359791,7657.034486,10461.4486,7329.329653,10329.00956,696.539296,10288.03371,3066.412575,2847.743132,1897.825114,3042.151429,9584.950551,8880.760685,11230.56735,320.2715869,9837.992633,10027.78402,635.2343694,9692.182801,3030.884509,9215.620456,9273.706956,1946.129609,8824.303587,12750.98418,8333.740961,8912.561233,9578.778807,9693.85028,8535.164481,7876.702482,7566.219016,7156.507525,6262.203579
Rades,9610.467033,10239.60722,9681.637381,9698.407272,9712.486238,9823.190395,9172.355385,9561.921378,4424.150954,8787.42912,1743.434395,9907.286375,10149.80398,9052.916428,1866.417395,1672.915605,9848.132031,10208.47693,9194.158777,9856.932248,1868.99086,11000.06272,9209.790376,10419.8892,6354.600049,1869.496137,1405.92099,973.5325032,4524.464472,3261.257175,7729.164501,8982.425151,1829.346843,10793.92504,1681.534682,1445.690191,9400.163223,527.6778297,2113.809751,4811.962213,9504.796412,9713.662151,396.6802005,10433.59775,10306.35987,7719.865841,10241.58664,10452.56021,1633.783316,16044.91181,8946.999799,2935.925977,9141.834479,9763.426669,5770.844768,9824.477375,856.373853,10256.59919,2243.520588,6352.595132,10580.90853,865.8982243,0,11592.91438,1824.750735,3916.407356,7821.711718,10170.26807,8570.69082,5497.742075,7369.732462,9116.998945,1905.531307,10045.40727,2162.617323,5850.048873,8448.843254,10644.58372,8153.565737,10046.81171,816.3145486,9653.294788,2298.282696,2056.345551,2074.028094,2292.648356,9350.589917,9640.311494,11532.36299,870.0471709,10688.9413,9653.072577,290.9721007,9468.918329,2304.294176,9383.359796,10115.61744,2330.972285,9513.358943,13439.92733,8972.429729,9715.367282,10411.39653,10544.69779,9395.479589,8730.991166,8390.60824,8004.676762,7120.386357
Surabaja,4373.464396,1363.902879,3316.871307,3281.346587,4230.80864,5005.900474,4872.426989,3372.367431,7191.128545,5163.673723,11884.21649,1693.18732,3416.070348,5212.449704,11495.23239,11903.05557,3567.547991,1393.177402,2607.820818,2106.27599,11584.05929,656.4887325,4716.897863,5542.828848,5241.129839,11497.58779,12996.07648,12487.67331,7081.945398,8624.025305,3971.170657,15869.37196,12095.99799,2588.030156,10012.68502,13037.55563,18648.52476,11097.80103,9522.99468,6987.676424,3363.955133,13223.14318,11210.99583,5521.315412,5339.389079,8806.910035,5218.387954,15525.34575,12238.95011,4703.170063,19040.45835,10286.30041,5058.711667,4937.340225,15632.07227,3769.331919,11661.66058,5230.305731,12542.78225,5243.785388,17611.59438,12247.45584,11592.91438,0,12306.55205,7704.37132,3995.278188,18266.98733,18436.3397,6096.442198,4233.563035,2692.726269,9747.945823,3602.804262,9441.002817,5743.057948,18209.95172,15272.84358,17566.61334,3718.529628,11592.57113,1963.397958,9317.528363,9578.851118,10928.5758,9309.733773,4415.510924,18250.18387,15456.28956,11995.47016,16054.12121,3309.935664,11684.13962,4422.880394,9290.004452,15721.69806,16626.41248,11322.79817,18870.57445,10237.09291,11103.80021,13091.22771,13519.26044,14016.88068,16201.9342,16651.56711,17570.48191,16910.35264,16366.31074
Southampton,9310.195504,10956.92411,9715.643688,9740.695811,9438.27963,9295.179864,8797.632592,9606.451316,5550.764991,8397.614511,422.8818566,10638.78647,10052.42826,8592.75207,825.1631428,406.7767249,9760.375357,10930.554,9720.872071,10311.46032,739.6608095,11810.27953,8877.91976,9666.819059,7294.46589,3608.228612,1673.221094,1275.97259,5615.05253,4795.317092,8795.232002,9412.638168,221.5868747,10846.77818,2568.293619,1717.622232,8407.673179,1939.813673,3519.281598,6155.238966,9567.379586,7893.3974,2106.012101,9684.845321,9620.918271,9529.429125,9597.139215,10780.59724,190.967452,17008.86396,8000.131854,2202.822138,8713.40116,9264.658122,4246.333837,9675.999741,1057.204765,9607.048973,428.6031532,7297.123633,10072.46001,1096.565479,1824.750735,12306.55205,0,5095.488441,8318.981858,9395.924053,7449.743767,6401.643592,8301.692694,9636.961483,3373.119683,9908.12242,3242.574552,6757.33513,7275.795524,11016.33401,6844.877359,9872.917091,1130.832315,10355.58112,3625.346116,3466.517971,1397.731991,3568.483563,9088.143836,8564.326556,11626.83809,957.3629514,9197.133209,9696.571076,1536.104462,9180.083601,3518.133201,9812.984231,8685.208774,1147.043914,8670.472117,11662.61553,7237.187306,7892.74629,8607.503085,8773.230702,7844.921295,7239.555381,7076.851931,6566.535669,5620.341809
Dammam,6842.263493,6370.999498,6428.250206,6432.676206,6887.035575,7397.132587,6603.725388,6309.330437,513.5327644,6320.496687,4731.384167,6039.361296,7009.065134,6656.551312,4461.887872,4713.037808,6733.159087,6338.612875,5471.624952,6155.948156,4541.664385,7095.279513,6562.310708,8293.039059,2473.519245,4051.597327,5320.333386,4859.627414,631.3744179,1252.115058,3814.743038,11773.93107,4940.515472,7402.06153,2528.544403,5358.153868,13314.51749,3455.160025,1819.094241,1134.242004,6236.128719,11961.98101,3524.92109,8295.712964,8073.396956,6590.439381,7945.299837,13168.45611,4956.962101,12166.46042,12863.17386,4014.574141,6671.653845,7297.366151,9333.07109,6796.604336,4175.632912,7966.795807,5472.466789,2469.229848,14301.69434,4661.789972,3916.407356,7704.37132,5095.488441,0,4221.615088,14052.92676,12453.03011,1691.993576,3470.860679,5403.938619,2043.583713,6971.832697,1861.898272,2013.041567,12309.43924,13254.92494,11930.40265,7023.84857,4097.840997,5803.501858,1619.565001,1875.27931,4041.59119,1625.760819,6566.094944,13542.14891,14431.13238,4470.15494,14243.32169,6391.081627,4049.212143,6706.263168,1630.986967,12113.25239,13768.75043,4577.633631,13420.48439,13900.07594,10093.65044,11896.60962,12825.34034,13215.77545,12868.85151,12311.424,12164.47732,11658.71063,10703.222
Chittagong,3097.227814,2676.441059,2305.1447,2300.77616,3076.029816,3870.352885,3137.981114,2196.532675,3745.319444,3074.72123,7896.129974,2383.820736,2917.395723,3374.481152,7503.182534,7918.051066,2685.638911,2654.255873,1404.910488,2039.589814,7591.769986,3560.149337,3017.893075,4840.858,1998.891958,8272.826575,9179.39662,8629.036826,3609.462133,5404.406336,2136.546223,15744.10516,8106.060701,3186.414534,6160.456177,9226.118266,16413.77913,7299.829609,5921.979157,3993.671385,2117.588307,11694.13027,7472.007954,4833.169604,4574.578675,8705.884201,4417.003775,16860.65131,8260.171497,8690.397226,16122.80403,6303.979581,3298.579216,3754.67536,11896.13363,2813.409106,7746.003617,4439.738227,8547.544635,2012.273094,18380.48092,8364.068507,7821.711718,3995.278188,8318.981858,4221.615088,0,17605.91441,15367.18274,2542.669185,1591.80542,1322.154159,6151.399106,2931.429534,5674.23008,2270.019603,15121.04476,16812.62486,14469.22235,3016.93722,7682.430217,2091.078724,5694.765761,5971.467895,6934.839427,5654.586031,2866.327162,16378.88075,17966.28297,8086.815222,15288.10214,2264.832432,7857.162066,2996.982425,5600.802276,16000.39503,15318.50716,7329.487997,16861.0599,11039.66316,9229.306591,11567.87554,12427.7615,13018.81549,14281.64749,14173.27531,14637.29765,13894.88235,13003.42591
Guayaquil,16083.54349,19586.02015,17281.03527,17313.51381,16194.55874,15292.12259,15718.87884,17292.36637,14566.44499,15550.8229,9815.507949,19845.48285,16871.57354,15383.40417,10193.29242,9802.095995,16877.75775,19620.17481,18801.8498,18814.77084,10104.08013,18823.84933,15880.32809,14494.23368,16520.61522,10188.54899,8766.983868,9272.488103,14677.6791,13094.8302,17709.96916,4345.878656,9600.69053,17342.66706,11743.39884,8725.590743,1240.373662,10664.75436,12235.71011,14721.59321,17341.69673,6778.76362,10551.871,14511.44901,14747.62175,11888.42523,14898.80916,4039.871597,9475.829093,13610.14323,1483.826312,11326.31317,15520.12407,15391.3101,5713.941816,16659.21867,10086.04917,14880.52263,9131.225137,16517.64988,1136.417707,9508.994675,10170.26807,18266.98733,9395.924053,14052.92676,17605.91441,0,2268.437591,15666.40473,17522.22157,18730.03297,12009.77879,16723.69396,12321.24916,16020.08934,2525.744109,4236.694176,3209.359274,16594.01092,10156.47737,19656.33618,12443.0279,12180.13555,10751.22807,12452.31503,16161.54679,1401.62096,3594.504741,9755.115249,3310.604501,17308.83861,10077.5275,16095.64555,12472.97982,4318.028723,2968.038933,10325.2105,746.129082,8853.811706,9171.702357,6914.458805,6240.601055,5663.802901,3826.226265,3711.281164,3071.351967,3830.204204,4660.338203
Kingston,14207.76356,17873.25775,15348.5725,15384.31824,14343.00047,13515.24108,13747.92665,15318.77158,12943.11334,13503.48972,7852.359271,17675.03213,15136.97726,13403.67723,8196.203682,7852.913589,15031.19482,17866.66005,16552.82324,16796.84283,8108.08653,18636.63007,13908.81277,12917.72081,14743.25041,9116.677807,7192.861296,7607.396494,13024.41649,11779.10685,16239.48617,5715.072301,7635.284827,15905.51421,9959.64244,7161.449523,1046.844832,9004.585601,10682.45097,13378.55722,15345.4224,5213.6675,8967.278198,12938.77853,13130.98608,12674.56205,13258.69838,5923.371812,7561.504445,15407.66053,850.474056,9193.608983,13553.38224,13593.28045,3485.535134,14817.44266,8288.365482,13245.46124,7128.210134,14746.21372,3338.139649,7792.927716,8570.69082,18436.3397,7449.743767,12453.03011,15367.18274,2268.437591,0,13850.73678,15742.58028,16475.60842,10476.20142,14956.09939,10603.15029,14205.42295,267.0966665,6161.278103,972.8203804,14832.86508,8364.942074,17395.84682,10855.7961,10624.94761,8725.114466,10834.88748,14208.64718,1116.246061,5758.463958,7985.05775,2682.7997,15364.33917,8412.742228,14178.9975,10822.34574,5842.361024,2042.79494,8253.640621,1566.493587,8401.701719,7362.620942,5345.365857,4944.981226,4472.633828,2257.447559,1786.576886,899.6160678,1631.660021,2394.625882
Karachi,5347.413303,4741.990434,4797.288517,4798.454768,5370.717782,5993.494356,5195.285834,4681.173743,1203.514858,4972.767441,5998.514902,4409.614328,5394.371449,5312.453587,5660.696793,5997.93262,5132.390489,4710.784363,3782.226237,4465.876149,5748.099242,5516.09967,5126.181888,6941.129701,892.8643741,5739.40335,6899.693628,6396.743438,1069.231027,2863.380805,2409.65755,13329.70829,6215.539711,5729.016518,3939.338308,6941.38949,14798.39039,5001.70357,3465.022031,1603.796216,4605.309319,12124.25925,5119.364871,6939.8541,6698.05469,7183.597896,6555.582564,14645.2471,6294.223412,10695.84928,14372.56428,4817.564934,5297.143529,5885.180764,10503.88648,5219.344727,5611.425374,6578.078351,6725.623751,895.5092448,15990.75752,6167.116936,5497.742075,6096.442198,6401.643592,1691.993576,2542.669185,15666.40473,13850.73678,0,1907.65583,3713.521654,3694.580895,5376.158721,3345.641809,358.3106717,13670.30371,14688.73165,13187.84484,5441.018175,5538.131642,4158.496423,3247.727726,3518.517057,5147.911598,3228.009272,5078.985655,14965.89082,15907.10504,5934.072989,15121.92159,4758.680956,5589.786582,5219.940338,3199.135228,13640.04428,14794.04907,5645.063121,14991.41348,12962.83601,9893.941857,12028.65188,12985.7487,13491.12954,13777.30976,13351.78474,13410.13428,12800.07627,11826.91953
Chennai,4660.155511,2906.819964,3736.617119,3723.582386,4625.328255,5449.851218,4728.560246,3644.331981,2957.568723,4662.555631,7894.525893,2577.20327,4344.169991,4965.664033,7546.573781,7896.626335,4155.654658,2873.900784,2228.652975,2884.27499,7634.79104,3630.36033,4605.857813,6415.940591,1020.906528,7375.508566,8775.547213,8288.015421,2849.214907,4451.830763,685.6198138,14290.19055,8111.726716,4388.031486,5844.035802,8815.342907,16705.32788,6886.156859,5289.453001,2852.458054,3565.166703,13088.48524,6983.621751,6407.222308,6147.84155,7114.493077,5988.893121,15290.00888,8198.245483,8788.8258,16279.73023,6601.219643,4890.337797,5334.097307,12334.65567,4312.849808,7517.810285,6011.458877,8615.070461,1021.206164,17565.80513,8065.751279,7369.732462,4233.563035,8301.692694,3470.860679,1591.80542,17522.22157,15742.58028,1907.65583,0,2185.325734,5514.442966,4394.640872,5236.737302,1549.503175,15550.48048,15227.54863,15025.84022,4495.998867,7444.113079,2358.513695,5084.99796,5345.353627,7018.907162,5080.055401,4441.6558,16858.71924,16375.85201,7838.545708,16553.7415,3695.67499,7478.001868,4568.247405,5065.649412,14501.81345,16402.30497,7498.427139,16882.75153,12603.40892,10654.94572,12969.73072,13874.78369,14452.57489,15340.54577,15043.47366,15238.16603,14577.91027,13613.76023
Bangkok,2892.192445,1434.381552,1753.203014,1729.052945,2808.259465,3713.900679,3166.123863,1697.924023,4904.550483,3275.845826,9214.084811,1199.426007,2304.23029,3484.392718,8818.95951,9237.152145,2192.293015,1419.050585,84.93689825,752.4690915,8907.298931,2316.955923,3010.473283,4607.507603,2994.101356,9435.542026,10487.12693,9942.131264,4775.661659,6518.89105,2380.241849,16352.90326,9422.983126,2207.78896,7467.318737,10533.11755,17490.95124,8598.841941,7163.69226,4986.121032,1629.375793,12118.71091,8758.993166,4593.68246,4340.659876,8870.368471,4181.674796,17027.14242,9580.64338,7373.916666,17292.48061,7593.594581,3360.927338,3604.632276,13079.37976,2391.388699,9065.4994,4202.409656,9857.217866,3003.008846,19697.90292,9680.260052,9116.998945,2692.726269,9636.961483,5403.938619,1322.154159,18730.03297,16475.60842,3713.521654,2185.325734,0,7393.869434,2401.931393,6959.470456,3394.589938,16214.39667,16871.81587,15524.37601,2522.322027,9001.253878,926.7700456,6940.713109,7215.433869,8249.147798,6909.464691,2756.604439,17344.77767,17670.33446,9405.822194,15703.23451,1716.032492,9163.401266,2848.032604,6864.844111,16492.96499,15923.43609,8632.271576,18036.05372,10620.79632,9679.109858,11984.80449,12736.69898,13328.48048,14983.01819,15037.65146,15658.95835,14899.9632,14080.9863
Alexandria,8411.941307,8412.619007,8224.62058,8234.919378,8486.245836,8811.776457,8065.641274,8103.319666,2556.931116,7720.384865,3092.74886,8080.639272,8762.753305,8031.434009,2953.946088,3050.962146,8469.479456,8380.400493,7465.68295,8145.41529,3012.108433,9137.016533,8063.241174,9587.365567,4513.497301,2260.254085,3295.210765,2872.901667,2668.568676,1423.014503,5837.556209,10157.87744,3271.904217,9274.840012,1094.060217,3330.527874,11294.91036,1504.72486,230.1773856,2908.323692,8036.49663,11034.11131,1508.923238,9595.658433,9413.303999,6791.970576,9312.597632,11624.75875,3203.315767,14140.80189,10837.53341,3188.71142,8085.194289,8728.995994,7573.667058,8492.471767,2341.648921,9331.562265,3791.992057,4509.798903,12307.01213,2712.788242,1905.531307,9747.945823,3373.119683,2043.583713,6151.399106,12009.77879,10476.20142,3694.580895,5514.442966,7393.869434,0,8693.156474,760.7270474,4034.326337,10353.34426,11766.91482,10042.00854,8722.145185,2263.199882,7840.870345,457.2361694,180.264605,2745.479725,514.8788529,8136.485795,11542.87865,12829.56434,2579.053246,12528.74614,8190.880892,2079.553612,8269.507374,607.4927358,10534.79174,11979.1517,3248.307064,11379.28933,14118.81672,9737.924788,11006.29011,11825.35959,12068.07836,11198.4302,10564.02866,10278.92796,9857.047144,8942.570388
Taichung,776.0707776,3122.704265,662.8083279,680.8823004,630.216762,1456.070098,1305.472365,750.3326253,6544.360511,1656.128625,9515.44942,3130.805791,188.1810576,1631.309805,9107.56349,9563.552614,246.146309,3135.172903,2407.673079,2093.29711,9184.998081,3687.501434,1165.080593,2238.104,4928.989083,10933.76069,11220.83153,10639.50902,6404.745793,8209.357939,4734.894089,18674.51831,9687.934859,1080.983462,8385.751998,11272.44596,15725.11443,9524.471032,8475.672051,6905.629181,829.6196572,9966.066064,9766.799491,2222.067935,1979.559004,11270.51446,1826.29428,19123.96919,9922.40708,7366.213486,15781.32067,7705.310258,1476.751463,1369.054749,12181.7023,232.2094203,9697.880731,1845.05287,9978.047899,4942.641976,17711.38252,10344.20339,10045.40727,3602.804262,9908.12242,6971.832697,2931.429534,16723.69396,14956.09939,5376.158721,4394.640872,2401.931393,8693.156474,0,8071.863126,5152.55067,14697.59755,18863.87183,14008.10841,129.8481567,9654.341142,3006.234631,8245.392502,8516.224804,8557.31724,8178.286252,882.6746992,15422.51372,18450.50673,10028.99716,13424.92213,703.127583,9989.929559,847.9185958,8094.548328,18886.67435,13759.82639,8769.974796,16350.95272,8246.440899,7636.185565,9830.072081,10483.09907,11061.06867,12967.04842,13224.3611,14056.48345,13342.92209,12766.64945
Mersin,7743.80088,8083.22101,7640.250396,7653.294948,7825.777434,8105.167851,7374.076375,7519.040126,2340.450799,7018.815575,2893.447689,7751.293737,8153.946283,7322.831798,2660.829689,2869.25571,7856.214938,8052.474764,7035.776116,7702.920672,2734.308195,8860.452824,7380.565073,8856.923287,4216.547223,2957.052326,3557.04482,3052.208575,2422.38375,1760.282321,5645.682636,10824.30708,3097.344937,8722.187118,677.604969,3599.777622,11492.98614,1657.067971,651.6988115,2916.057639,7455.984369,10571.28965,1799.590842,8865.938382,8690.310606,7422.324095,8594.522131,12299.5939,3098.855384,14005.74754,11051.94667,2585.916416,7383.473797,8026.233123,7487.950823,7863.432998,2316.512411,8612.962475,3630.70023,4215.726728,12738.57135,2830.824524,2162.617323,9441.002817,3242.574552,1861.898272,5674.23008,12321.24916,10603.15029,3345.641809,5236.737302,6959.470456,760.7270474,8071.863126,0,3701.025226,10453.14252,12454.10952,10068.79321,8091.907732,2239.281374,7493.979532,554.1234914,647.9118733,2322.274656,444.1884554,7470.920769,11701.36003,13476.74605,2619.152735,12428.40615,7608.50911,2244.177148,7600.836921,331.9685991,11208.96402,11927.24181,2856.539781,11649.09952,13422.94249,9107.965459,10531.00166,11394.57265,11692.97808,11064.40831,10477.84617,10303.09267,9809.030498,8861.325333
Mundra,5173.072467,4391.011958,4555.121991,4554.076471,5186.637724,5851.226553,5057.868713,4441.45121,1510.068599,4860.663118,6353.092397,4058.539102,5159.735275,5198.13814,6012.60952,6353.221342,4907.160198,4359.571992,3460.853767,4145.630561,6100.240157,5159.731864,4978.368732,6810.704485,538.3444686,6044.100468,7253.133835,6752.788909,1382.557898,3143.368504,2064.219234,13539.19896,6570.191853,5450.758275,4297.39825,7294.501958,15156.23474,5356.249151,3805.423295,1761.224567,4364.188073,12310.5465,5469.994786,6808.065831,6561.062411,7159.145633,6414.392667,14811.96564,6651.022089,10337.53881,14730.86426,5143.891885,5171.754389,5740.497417,10845.64983,5006.53108,5969.705133,6437.096383,7078.657966,542.3147274,16312.91085,6524.359791,5850.048873,5743.057948,6757.33513,2013.041567,2270.019603,16020.08934,14205.42295,358.3106717,1549.503175,3394.589938,4034.326337,5152.55067,3701.025226,0,14022.82065,14837.36068,13532.6743,5224.041985,5896.377253,3810.57237,3590.759564,3859.566708,5495.897343,3574.480042,4910.111001,15321.02667,16061.51002,6292.157453,15407.53512,4515.729263,5945.166098,5050.285307,3548.935725,13834.83032,15105.05237,5989.014338,15348.49113,12905.99534,10029.11843,12210.11562,13163.91133,13685.9279,14077.10207,13671.84275,13753.41534,13134.00702,12161.38672
Manzanillo,13946.71144,17607.26555,15083.90524,15119.67472,14082.63694,13259.90468,13484.10945,15053.23299,12793.30148,13237.69527,7673.784786,17413.64645,14879.23492,13139.89346,8010.2172,7676.883811,14769.60325,17601.06385,16291.04169,16529.74996,7922.585965,18372.81077,13644.8195,12675.50766,14561.16043,9066.32858,7083.373582,7480.787753,12870.18539,11677.37637,16071.00496,5949.794756,7457.080926,15656.80377,9802.726802,7053.755497,1294.626689,8871.146339,10555.6523,13260.79155,15079.42758,4999.532151,8845.469637,12696.74432,12885.58615,12817.53906,13011.50114,6184.526213,7392.909144,15536.02582,1117.464525,8978.837652,13289.89541,13336.74375,3256.14265,14556.48221,8136.645566,12998.60313,6944.693195,14564.79835,3602.717464,7657.034486,8448.843254,18209.95172,7275.795524,12309.43924,15121.04476,2525.744109,267.0966665,13670.30371,15550.48048,16214.39667,10353.34426,14697.59755,10453.14252,14022.82065,0,6423.621407,705.7802478,14574.97483,8213.879153,17136.62356,10723.25437,10498.2032,8532.165186,10698.20024,13944.91425,1316.483462,6025.409525,7839.334829,2642.567967,15099.3686,8281.703333,13916.49922,10681.00294,6085.991755,1992.86296,8053.263722,1831.017799,8287.729002,7116.767191,5129.98736,4764.068477,4309.784586,2084.296983,1562.890949,645.1366689,1365.920179,2134.686025
Buenos Aires,19638.67158,15876.49364,18498.85315,18464.26794,19490.5589,19337.69367,19813.15729,18500.13779,13615.02697,19413.55244,11388.66283,15925.99723,18675.82274,19533.24212,11788.65316,11334.00497,18835.14167,15869.26172,16839.19138,16963.62824,11716.99181,15231.91662,19814.86425,18365.69002,14931.83446,9508.171022,9587.594616,10163.39128,13752.56809,12003.83175,14754.08575,1662.318171,11232.36651,17788.33155,12243.90911,9535.586748,5332.088068,11147.41521,11968.18275,13090.58645,18451.61642,11008.63651,10878.10269,18371.12805,18625.1125,8134.113638,18776.17164,265.8978294,10980.58805,11608.46583,5322.730377,13203.28833,19686.64845,19450.91547,8980.874463,19042.06173,11098.12876,18753.34952,10991.71077,14916.20675,3144.181468,10461.4486,10644.58372,15272.84358,11016.33401,13254.92494,16812.62486,4236.694176,6161.278103,14688.73165,15227.54863,16871.81587,11766.91482,18863.87183,12454.10952,14837.36068,6423.621407,0,7120.701119,18965.23175,11132.43438,16101.34875,12191.88118,11935.29427,12315.35605,12274.5407,19627.76406,5601.434188,1224.463074,10781.36783,7452.367033,18475.80128,10740.55288,19689.56479,12374.40574,1261.620265,7191.4802,12163.28522,4705.393519,12169.53853,13405.17067,11143.86606,10419.14647,9828.574845,8055.655944,7857.249331,7058.964503,7785.991466,8390.819121
South Riding Point,13252.23642,16904.84198,14381.82496,14417.63214,13389.56251,12578.34235,12783.99072,14349.57122,12394.85412,12533.71545,7227.401348,16721.60613,14191.2079,12439.90712,7541.20203,7237.611965,14073.66589,16899.56859,15599.57682,15824.22656,7455.396269,17670.5982,12944.31258,12024.9311,14068.60738,8958.050946,6833.112075,7180.033477,12459.82087,11412.34595,15596.74706,6585.602171,7013.038067,14986.71264,9403.643934,6808.688271,1969.583323,8541.395447,10232.46583,12941.25103,14374.98033,4444.084401,8547.397584,12046.55773,12227.2295,13190.94351,12348.79982,6879.172172,6976.26433,15806.82062,1823.24472,8425.321818,12590.49627,12652.43787,2691.571416,13861.93673,7761.920445,12336.70468,6488.805149,14073.88623,4301.081888,7329.329653,8153.565737,17566.61334,6844.877359,11930.40265,14469.22235,3209.359274,972.8203804,13187.84484,15025.84022,15524.37601,10042.00854,14008.10841,10068.79321,13532.6743,705.7802478,7120.701119,0,13886.86452,7840.447189,16449.79905,10383.70385,10175.54532,8041.15506,10347.80351,13244.87581,1917.138226,6730.1148,7483.187582,2641.025517,14396.72436,7962.636667,13219.00009,10318.34381,6741.841994,2009.061079,7543.666178,2530.791656,7983.811966,6464.647957,4570.06989,4307.031993,3911.115839,1724.493856,1055.707741,237.0490525,665.4656174,1466.034468
Taipei,673.4526867,3252.18034,775.2496248,795.9292286,525.3991515,1328.147632,1213.314681,854.4524548,6602.476511,1576.363786,9483.414261,3260.583379,304.3517322,1531.578112,9076.471102,9532.67993,340.918328,3264.744004,2529.702645,2222.753955,9153.005723,3812.123623,1079.923253,2110.049369,5011.752183,10968.21659,11206.20221,10625.07523,6462.785502,8264.934721,4846.609517,18759.45618,9653.260362,1176.933046,8393.07374,11257.93775,15596.81581,9527.698554,8506.23837,6980.266838,932.6728363,9836.429186,9774.013859,2094.185634,1850.7818,11392.2584,1697.130209,19228.99487,9890.950301,7425.971758,15656.23209,7670.68349,1377.562645,1242.631439,12084.05573,229.8599043,9683.430422,1715.991458,9934.617324,5025.616074,17585.75188,10329.00956,10046.81171,3718.529628,9872.917091,7023.84857,3016.93722,16594.01092,14832.86508,5441.018175,4495.998867,2522.322027,8722.145185,129.8481567,8091.907732,5224.041985,14574.97483,18965.23175,13886.86452,0,9641.239097,3135.132475,8276.364632,8545.951678,8529.549552,8207.321891,810.3969503,15293.19635,18450.14769,10012.71964,13295.95421,814.7336693,9985.525214,759.0253447,8121.535836,18996.00698,13629.9899,8732.181577,16222.41822,8135.823529,7508.638245,9700.434379,10353.43393,10931.59021,12838.05507,13098.10096,13933.27689,13221.8711,12653.25089
